player,age,current_club,current_league,foot,height,nationality,position,games12,games13,games14,games15,games16,games17,goals12,goals13,goals14,goals15,goals16,goals17,minutes12,minutes13,minutes14,minutes15,minutes16,minutes17,assists12,assists13,assists14,assists15,assists16,assists17
Wayne Routledge,33,Swansea City,GBR - Premier League,right,170,England  Jamaica,W,44,47,32,30,29,18,5,6,4,2,3,1,3056,3398,2375,1860,2045,788,10,8,1,1,1,1
Kenji Gorré,23,Swansea City,GBR - Premier League,right,178,Curacao  Netherlands,W,,,1,22,19,18,,,0,8,1,9,,,6,1586,1178,1123,,,0,6,1,3
Luciano Narsingh,27,Swansea City,GBR - Premier League,right,175,Netherlands  Suriname,W,26,27,46,40,36,22,6,3,8,9,3,3,1817,1218,3483,2714,1582,1035,9,4,12,6,4,4
Nathan Dyer,30,Swansea City,GBR - Premier League,right,165,England  Jamaica,W,44,37,37,17,12,24,6,6,5,3,0,3,2859,2295,2261,568,505,1368,5,2,3,1,3,0
Wilfried Bony,29,Swansea City,GBR - Premier League,right,181,Cote d'Ivoire,CF,36,48,34,34,11,20,37,26,11,9,2,4,3063,3555,1663,1665,759,1091,10,7,3,6,0,0
Tammy Abraham,20,Swansea City,GBR - Premier League,right,190,England  Nigeria,CF,,,24,34,48,31,,,15,20,26,7,,,1303,2798,3743,1884,,,2,6,4,5
Jordan Ayew,26,Swansea City,GBR - Premier League,right,182,Ghana  France,CF,47,40,33,36,36,38,10,7,13,7,4,10,2696,2269,2716,2695,2482,2738,5,3,7,1,7,3
Christian Atsu,26,Newcastle United,GBR - Premier League,left,165,Ghana,W,31,30,13,14,35,27,1,5,0,2,5,2,1103,2477,365,543,1711,1740,4,6,2,1,3,2
Jacob Murphy,23,Newcastle United,GBR - Premier League,right,173,England,W,20,28,34,43,40,22,9,4,8,10,9,1,1781,1825,2667,2970,2724,1158,3,6,11,10,8,1
Islam Slimani,29,Newcastle United,GBR - Premier League,right,188,Algeria,CF,17,31,33,46,31,17,6,10,15,31,9,5,1471,1426,2296,3598,1757,645,1,4,5,6,5,2
Dwight Gayle,27,Newcastle United,GBR - Premier League,right,177,England  Jamaica,CF,49,25,29,20,34,30,20,8,10,7,23,5,4094,994,1433,1024,2287,1659,8,0,2,1,4,4
Joselu,27,Newcastle United,GBR - Premier League,right,192,Spain,CF,25,33,32,27,24,27,5,14,10,4,6,4,1597,2116,2654,1455,1184,1596,2,3,4,4,1,1
Georges-Kevin N'Koudou,23,Burnley FC,GBR - Premier League,right,174,France  Cameroon,W,,8,32,41,17,10,,1,2,10,0,1,,139,1820,3007,323,194,,1,2,5,1,0
Aaron Lennon,30,Burnley FC,GBR - Premier League,right,165,England  Ireland,W,46,33,31,31,13,25,4,1,2,6,1,0,3679,2642,1810,2086,667,1453,9,5,3,2,1,3
Johann Berg Gudmundsson,27,Burnley FC,GBR - Premier League,left,186,Iceland,W,42,53,44,42,24,32,6,9,11,6,1,2,2321,3251,3454,3416,1297,2518,7,2,4,13,3,6
Jonathan Walters,34,Burnley FC,GBR - Premier League,right,183,Ireland  England,W,42,36,36,33,24,5,11,5,11,8,4,0,3653,2476,2722,2278,1386,94,4,2,5,3,4,0
Chris Wood,26,Burnley FC,GBR - Premier League,right,191,New Zealand,CF,45,31,18,37,48,22,23,8,2,13,30,9,3623,1303,585,2936,3847,1468,7,6,0,4,4,2
Sam Vokes,28,Burnley FC,GBR - Premier League,right,186,Wales  England,CF,49,44,17,46,42,24,4,21,1,16,12,3,1821,3808,680,3688,2465,947,2,4,0,5,4,2
Nahki Wells,27,Burnley FC,GBR - Premier League,right,170,Bermuda,CF,54,43,37,47,47,7,26,22,14,18,10,0,3538,3338,2588,3700,3393,52,7,4,4,4,3,0
José Izquierdo,25,Brighton & Hove Albion,GBR - Premier League,right,171,Colombia,W,,18,44,37,34,30,,8,15,7,16,4,,1562,2763,2464,2572,1657,,3,7,9,3,3
Jirí Skalák,26,Brighton & Hove Albion,GBR - Premier League,right,176,Czech Republic,W,23,28,27,32,33,6,0,3,7,9,0,0,854,2048,2227,2318,1987,511,1,2,5,6,6,0
Anthony Knockaert,26,Brighton & Hove Albion,GBR - Premier League,left,172,France  Belgium,W,47,50,19,48,45,31,9,7,3,12,15,3,3085,3652,1216,4030,3813,2173,7,8,4,15,9,2
Jürgen Locadia,24,Brighton & Hove Albion,GBR - Premier League,right,185,Netherlands  Curacao,CF,37,41,37,42,17,21,29,17,9,12,4,11,2096,2887,1606,2904,1036,1601,4,6,5,14,4,7
Leonardo Ulloa,31,Brighton & Hove Albion,GBR - Premier League,right,188,Argentina  Spain,CF,42,38,40,35,24,13,16,16,13,6,1,1,2793,3038,2580,1536,724,523,4,5,4,4,0,2
Sam Baldock,28,Brighton & Hove Albion,GBR - Premier League,right,170,England,CF,34,54,27,33,34,7,10,26,4,4,12,1,2151,4511,2175,2171,2366,434,2,6,4,7,7,1
Glenn Murray,34,Brighton & Hove Albion,GBR - Premier League,right,186,England,CF,45,14,38,25,47,30,31,1,15,5,23,13,3906,394,2544,934,3627,1758,6,1,4,0,8,0
Tomer Hemed,30,Brighton & Hove Albion,GBR - Premier League,right,182,Israel  Poland,CF,38,24,35,48,41,19,11,2,8,17,14,2,2485,1198,2328,3302,1997,1076,2,1,4,5,4,2
Ryan Fraser,24,AFC Bournemouth,GBR - Premier League,right,163,Scotland,W,23,41,27,21,29,25,0,4,2,6,3,5,1257,2206,1151,1341,1856,1913,6,2,0,6,8,3
Junior Stanislas,28,AFC Bournemouth,GBR - Premier League,right,183,England  St. Lucia,W,37,32,20,25,22,18,5,3,2,5,7,4,2370,1158,1032,1821,1536,1221,9,7,3,3,5,2
Marc Pugh,30,AFC Bournemouth,GBR - Premier League,right,180,England,W,46,45,44,30,23,22,8,5,9,5,2,1,3845,3073,3148,1580,1451,1167,10,3,7,3,3,2
Jordon Ibe,22,AFC Bournemouth,GBR - Premier League,right,176,England  Nigeria,W,13,18,39,43,26,32,1,3,5,4,0,1,831,1107,2177,2245,1145,1890,4,6,2,4,0,8
Callum Wilson,26,AFC Bournemouth,GBR - Premier League,right,180,England  Ireland,CF,12,41,50,13,21,23,1,22,23,5,6,8,391,3672,4083,770,1410,1608,0,7,13,0,1,3
Lys Mousset,22,AFC Bournemouth,GBR - Premier League,right,184,France,CF,,5,1,29,14,22,,0,0,14,0,2,,125,4,1602,442,808,,0,0,3,0,1
Jermain Defoe,35,AFC Bournemouth,GBR - Premier League,right,171,England  St. Lucia,CF,43,43,19,34,40,19,15,22,4,18,15,3,3027,2912,1637,2641,3458,932,6,6,1,1,2,0
Tom Ince,26,Huddersfield Town,GBR - Premier League,left,178,England  Barbados,W,47,33,37,46,50,33,18,8,12,12,15,2,4108,2595,2499,3481,3934,2504,14,7,3,7,8,0
Rajiv van La Parra,26,Huddersfield Town,GBR - Premier League,right,181,Netherlands  Suriname,W,38,36,41,30,46,31,5,7,2,2,2,5,2517,2121,2585,1965,3510,2073,3,8,10,2,4,1
Sean Scannell,27,Huddersfield Town,GBR - Premier League,right,176,Ireland  England,W,38,42,45,30,16,20,3,1,4,1,0,0,2300,1464,3559,1717,749,1126,1,3,8,4,1,1
Steve Mounié,23,Huddersfield Town,GBR - Premier League,right,190,Benin  France,CF,,0,1,34,38,24,,0,0,11,15,8,,0,4,2683,3036,1670,,0,0,5,3,2
Laurent Depoitre,29,Huddersfield Town,GBR - Premier League,right,191,Belgium,CF,38,37,40,47,16,28,15,10,14,16,3,5,2989,2915,3288,3958,824,1715,4,7,9,5,1,2
Elias Kachunga,25,Huddersfield Town,GBR - Premier League,right,178,DR Congo  Germany,CF,20,35,32,10,48,19,6,6,6,0,13,1,1370,2516,2222,269,3980,1369,2,12,1,0,4,1
Collin Quaner,26,Huddersfield Town,GBR - Premier League,,191,Germany  Ghana,CF,16,15,28,16,38,26,2,2,6,2,11,0,1147,785,1770,483,2381,1434,3,2,3,0,7,4
Ryan Babel,31,Besiktas JK,TUR - Süper Lig,right,185,Netherlands  Suriname,W,22,30,29,8,37,34,5,5,9,1,13,11,1305,2479,2480,367,2818,2817,7,7,5,2,5,4
Jeremain Lens,30,Besiktas JK,TUR - Süper Lig,right,178,Netherlands  Suriname,W,40,41,37,23,38,23,19,7,9,4,5,4,3332,2741,2778,1555,3062,1187,12,7,12,3,17,5
Gökhan Töre,26,Besiktas JK,TUR - Süper Lig,left,176,Turkey  Germany,W,7,33,43,35,8,,0,4,9,6,0,,278,2329,3425,2164,449,,0,8,11,9,1,
Ricardo Quaresma,34,Besiktas JK,TUR - Süper Lig,right,175,Portugal,W,,24,43,37,44,32,,9,10,5,6,4,,1900,2485,2421,3505,2276,,4,7,8,17,11
Cyle Larin,22,Besiktas JK,TUR - Süper Lig,right,188,Canada  Jamaica,CF,,,28,33,28,0,,,18,14,12,0,,,1927,2489,2168,0,,,1,4,3,0
Álvaro Negredo,32,Besiktas JK,TUR - Süper Lig,left,186,Spain,CF,42,49,34,40,39,36,31,23,6,12,10,13,3523,2552,1733,2160,3037,1577,4,8,5,3,4,9
Vágner Love,33,Besiktas JK,TUR - Süper Lig,both,172,Brazil,CF,22,36,34,13,28,24,12,23,14,4,23,13,2014,2967,2497,813,2455,1722,7,12,5,0,3,3
Mustafa Pektemek,29,Besiktas JK,TUR - Süper Lig,right,182,Turkey,CF,9,22,30,12,43,9,2,3,5,1,9,4,639,735,1570,377,1582,504,1,2,2,1,5,0
Garry Rodrigues,27,Galatasaray SK,TUR - Süper Lig,right,173,Cape Verde  Netherlands,W,42,38,32,36,40,30,12,15,2,7,8,7,3600,3000,1624,2708,2628,1977,10,11,1,6,11,9
Yasin Öztekin,30,Galatasaray SK,TUR - Süper Lig,right,179,Turkey  Germany,W,31,31,34,49,36,23,4,7,5,10,11,5,2027,2592,1949,3572,2520,1295,3,9,14,9,4,3
Sofiane Feghouli,28,Galatasaray SK,TUR - Süper Lig,right,177,Algeria  France,W,37,45,33,33,28,23,6,7,6,5,4,6,2902,2885,1931,2042,1508,1562,7,10,8,4,3,8
Sinan Gümüs,24,Galatasaray SK,TUR - Süper Lig,left,179,Germany,W,23,19,10,26,21,19,1,1,1,11,7,8,717,835,323,1141,914,926,1,2,1,4,2,6
Bafétimbi Gomis,32,Galatasaray SK,TUR - Süper Lig,right,184,France  Senegal,CF,45,49,36,35,34,30,21,22,10,7,21,28,3243,3489,2054,1812,2859,2369,6,4,3,0,4,6
Eren Derdiyok,29,Galatasaray SK,TUR - Süper Lig,right,191,Switzerland  Turkey,CF,20,26,7,32,38,24,1,1,2,14,12,4,875,784,285,2197,2042,907,1,2,2,5,2,4
Mathieu Valbuena,33,Fenerbahce SK,TUR - Süper Lig,right,167,France,W,49,41,36,37,43,31,5,3,4,4,10,6,3979,2991,2892,2715,2536,1987,15,8,15,8,8,15
Aatif Chahechouhe,31,Fenerbahce SK,TUR - Süper Lig,right,176,Morocco  France,W,38,40,41,33,29,29,8,17,17,12,7,3,3001,3550,3466,2924,1724,1573,8,12,3,3,5,1
Samed Karakoc,20,Fenerbahce SK,TUR - Süper Lig,left,170,Turkey,W,,,0,2,3,6,,,0,0,1,1,,,0,90,118,450,,,0,0,0,0
Vincent Janssen,23,Fenerbahce SK,TUR - Süper Lig,left,183,Netherlands,CF,12,38,38,49,38,13,6,11,22,32,6,3,857,2646,3436,3971,1351,844,0,3,9,7,4,4
Roberto Soldado,32,Fenerbahce SK,TUR - Süper Lig,both,180,Spain,CF,46,36,40,44,11,23,30,11,5,8,4,6,3680,2494,1810,3378,812,825,5,5,6,15,4,1
Fernandão,30,Fenerbahce SK,TUR - Süper Lig,right,192,Brazil,CF,35,23,44,55,25,16,14,12,26,25,12,8,3007,1962,3692,3105,1410,1019,1,4,8,1,0,0
Arda Turan,31,Basaksehir,TUR - Süper Lig,right,177,Turkey,W,41,46,46,25,30,5,5,9,3,2,13,1,2915,2991,3384,1200,1847,232,8,6,6,4,7,0
Kerim Frei,24,Basaksehir,TUR - Süper Lig,right,171,Turkey  Switzerland,W,17,11,48,37,27,29,0,0,4,5,5,4,801,340,2096,1519,1102,1392,2,0,1,5,0,3
Eljero Elia,31,Basaksehir,TUR - Süper Lig,right,176,Netherlands,W,25,33,27,41,32,23,1,4,2,10,10,4,1798,2019,1561,3184,2350,1430,3,4,1,6,8,2
Tunay Torun,27,Basaksehir,TUR - Süper Lig,both,176,Turkey  Germany,W,16,17,31,32,29,11,1,3,5,2,3,0,723,550,2287,1874,2041,554,1,1,9,6,7,1
Riad Bajic,23,Basaksehir,TUR - Süper Lig,left,189,Bosnia-Herzegovina,CF,0,21,34,51,48,11,0,3,17,11,20,1,0,774,2614,3175,3165,269,0,1,9,6,6,0
Emmanuel Adebayor,34,Basaksehir,TUR - Süper Lig,right,192,Togo  Nigeria,CF,34,25,17,15,16,28,8,14,2,1,7,14,2468,2156,986,816,1200,2310,2,5,1,1,2,2
Mevlüt Erdinc,31,Basaksehir,TUR - Süper Lig,right,181,Turkey  France,CF,37,33,36,29,27,25,13,13,9,4,6,6,2650,2110,2224,1454,1528,1016,6,4,1,1,0,0
Olcay Sahan,30,Trabzonspor,TUR - Süper Lig,right,179,Turkey  Germany,W,37,36,48,41,37,22,11,8,9,5,3,4,3036,2877,3498,2456,2689,1395,6,9,11,6,10,3
Fabián Castillo,25,Trabzonspor,TUR - Süper Lig,both,170,Colombia,W,36,33,35,24,34,13,2,13,10,6,3,0,2415,2851,3000,1991,2200,618,5,5,9,6,2,4
Burak Yilmaz,32,Trabzonspor,TUR - Süper Lig,both,188,Turkey,CF,39,44,37,41,12,18,32,18,22,21,8,18,3179,3684,2956,3041,1080,1536,8,9,5,6,1,1
Hugo Rodallega,32,Trabzonspor,TUR - Süper Lig,right,181,Colombia,CF,33,17,38,37,32,22,3,6,11,21,10,12,1783,853,2834,3199,2443,816,3,2,9,1,3,1
Dame N'Doye,33,Trabzonspor,TUR - Süper Lig,right,186,Senegal,CF,26,27,30,25,32,18,10,13,9,2,8,5,1965,1850,2068,1462,2343,1020,1,2,1,2,6,4
Jirès Kembo-Ekoko,30,Bursaspor,TUR - Süper Lig,right,178,France  DR Congo,W,7,33,28,31,24,19,1,7,16,10,2,4,492,2204,1893,2438,1954,1250,0,1,7,7,4,3
Gheorghe Grozav,27,Bursaspor,TUR - Süper Lig,right,182,Romania,W,36,21,13,21,23,22,9,8,4,2,5,2,2336,1142,704,989,1602,1088,4,2,1,0,2,1
Joshua John,29,Bursaspor,TUR - Süper Lig,both,175,Netherlands  Aruba,W,30,33,31,23,30,11,12,9,5,4,2,0,2288,2643,2651,1742,1726,576,9,3,7,1,2,2
Dzon Delarge,27,Bursaspor,TUR - Süper Lig,right,173,Congo,W,21,29,22,28,41,27,4,4,7,2,3,5,1385,1803,1582,1834,2362,1303,1,1,1,4,2,3
Sercan Yildirim,27,Bursaspor,TUR - Süper Lig,right,182,Turkey,W,13,28,31,24,29,,3,4,8,4,3,,509,1379,2409,1338,1163,,2,2,10,6,1,
Moussa Sow,32,Bursaspor,TUR - Süper Lig,right,180,Senegal  France,CF,54,35,40,29,37,13,19,16,16,14,15,1,4078,2897,2954,2353,2447,870,10,8,8,2,3,0
Kubilay Kanatsizkus,20,Bursaspor,TUR - Süper Lig,left,190,Turkey,CF,,,,7,34,10,,,,4,7,0,,,,411,2073,538,,,,3,2,0
Bogdan Stancu,30,Bursaspor,TUR - Süper Lig,right,183,Romania,CF,33,28,27,30,23,26,11,13,10,10,2,6,2489,2418,2265,2418,1596,2159,1,7,1,5,1,2
Sinan Bakis,23,Bursaspor,TUR - Süper Lig,right,186,Turkey  Germany,CF,26,6,5,31,19,10,17,0,3,8,1,1,2095,215,285,1219,870,509,0,0,0,0,2,0
Júnior Fernándes,29,Aytemiz Alanyaspor,TUR - Süper Lig,right,184,Chile  Brazil,W,13,45,30,43,44,31,1,19,7,15,12,13,459,3568,1681,2950,3522,2447,3,6,5,4,7,7
Lucas Villafañez,26,Aytemiz Alanyaspor,TUR - Süper Lig,right,171,Argentina  Paraguay,W,10,,19,33,46,22,0,,6,8,3,5,423,,1414,2424,3263,1742,0,,2,6,6,4
Mbilla Etame,29,Aytemiz Alanyaspor,TUR - Süper Lig,right,180,Cameroon,W,28,32,38,27,29,16,13,11,15,10,4,4,2494,2355,3202,1664,2051,867,5,0,8,3,3,2
Douglas,30,Aytemiz Alanyaspor,TUR - Süper Lig,left,184,Brazil,CF,32,32,41,28,14,13,14,8,23,16,6,5,1774,1687,2980,2154,1041,970,4,0,8,4,3,2
Wanderson,32,Aytemiz Alanyaspor,TUR - Süper Lig,right,180,Brazil,CF,23,33,43,34,21,16,13,12,13,8,3,1,1781,2754,1986,1588,1212,619,3,9,5,1,6,2
Glynor Plet,31,Aytemiz Alanyaspor,TUR - Süper Lig,right,194,Netherlands  Suriname,CF,47,31,39,25,24,,17,11,8,9,4,,2009,1952,2354,2051,1027,,5,0,0,2,2,
Moryké Fofana,26,Atiker Konyaspor,TUR - Süper Lig,both,178,Cote d'Ivoire,W,31,34,18,10,28,33,1,8,9,2,2,3,1434,2346,1570,258,1520,1998,5,6,5,0,2,5
Ömer Ali Sahiner,26,Atiker Konyaspor,TUR - Süper Lig,right,175,Turkey,W,33,28,35,42,45,36,2,2,4,3,5,5,2482,1007,2755,3255,3459,2719,5,0,3,8,4,2
Volkan Sen,30,Atiker Konyaspor,TUR - Süper Lig,right,175,Turkey,W,23,24,41,43,33,8,4,1,17,7,1,2,1022,1468,3255,2304,1728,245,2,5,12,9,4,1
Adis Jahovic,30,Atiker Konyaspor,TUR - Süper Lig,right,191,Macedonia  Bosnia-Herzegovina,CF,25,26,31,17,40,26,12,12,18,3,21,16,1375,2202,2544,1176,3367,2102,3,4,9,1,6,5
Samuel Eto'o,37,Atiker Konyaspor,TUR - Süper Lig,both,180,Cameroon  Spain,CF,44,41,38,32,30,21,21,14,6,20,18,7,3884,2717,2349,2837,2512,1652,10,7,4,6,5,5
Mustapha Yatabaré,32,Atiker Konyaspor,TUR - Süper Lig,right,186,Mali  France,CF,36,38,30,31,26,18,22,20,5,5,6,6,3073,3330,1726,1628,1622,1314,6,5,3,2,1,1
Ryan Mendes,28,Kayserispor,TUR - Süper Lig,right,178,Cape Verde  France,W,15,19,31,35,16,31,4,3,3,2,2,6,722,755,1406,2222,493,2260,1,2,3,6,0,6
Silvestre Varela,33,Kayserispor,TUR - Süper Lig,right,179,Portugal  Cape Verde,W,37,48,30,34,24,10,7,11,5,3,0,2,2432,3484,2047,1728,1210,415,4,7,4,1,2,1
William,26,Kayserispor,TUR - Süper Lig,right,180,Brazil  Romania,W,23,43,47,39,47,19,0,4,6,4,3,3,1030,3011,3507,2914,3446,909,3,8,9,5,8,3
Asamoah Gyan,32,Kayserispor,TUR - Süper Lig,right,180,Ghana,CF,4,14,35,15,21,13,1,12,23,3,8,4,277,1226,2490,721,1047,628,0,3,3,1,1,0
Artem Kravets,28,Kayserispor,TUR - Süper Lig,right,189,Ukraine,CF,1,12,40,34,26,21,2,3,19,4,5,8,90,795,2632,1338,1377,780,0,0,3,4,2,2
Nikola Stojiljkovic,25,Kayserispor,TUR - Süper Lig,right,184,Serbia,CF,15,30,38,52,34,20,8,7,14,18,9,2,1188,2472,3029,3330,1830,709,0,2,6,4,2,2
Umut Bulut,34,Kayserispor,TUR - Süper Lig,right,184,Turkey,CF,38,46,43,46,37,26,15,9,12,7,6,14,1954,1929,2285,2667,2833,2248,6,4,3,4,2,1
Yoan Gouffran,31,Göztepe,TUR - Süper Lig,right,175,France  Guadeloupe,W,42,39,33,10,45,23,15,7,2,0,7,1,3271,2966,2066,403,3267,1560,3,5,1,0,5,1
Muhammed Enes Durmus,21,Göztepe,TUR - Süper Lig,right,179,Turkey,W,,,0,7,11,2,,,0,1,2,0,,,0,421,623,119,,,0,1,1,0
Demba Ba,32,Göztepe,TUR - Süper Lig,right,189,Senegal  France,CF,44,29,60,21,2,6,19,8,39,17,1,4,3223,895,4783,1805,24,494,5,3,9,4,0,0
Nabil Ghilas,27,Göztepe,TUR - Süper Lig,right,185,Algeria  France,CF,37,36,28,22,30,15,16,4,7,0,8,2,3032,1178,2121,1110,2498,541,1,6,0,1,3,1
Ömer Sismanoglu,28,Göztepe,TUR - Süper Lig,both,186,Turkey  Germany,CF,29,11,25,24,16,6,14,3,10,7,3,1,1002,220,1604,988,627,107,3,0,3,3,0,0
Robinho,34,Sivasspor,TUR - Süper Lig,right,172,Brazil  Spain,W,27,48,13,32,37,6,2,9,5,12,9,3,1138,2926,929,2080,2508,378,6,5,1,6,5,2
Cyriac,27,Sivasspor,TUR - Süper Lig,right,173,Cote d'Ivoire  Belgium,W,2,32,42,34,35,19,0,5,6,14,8,2,20,1614,1534,2109,1356,733,0,5,2,4,2,2
Thievy Bifouma,25,Sivasspor,TUR - Süper Lig,right,180,Congo  France,W,44,20,30,22,36,23,14,5,4,4,3,5,3830,884,1878,1151,2287,1589,10,0,4,1,1,2
Arouna Koné,34,Sivasspor,TUR - Süper Lig,right,181,Cote d'Ivoire,CF,38,6,19,31,9,24,13,0,2,7,2,11,3291,199,1020,1812,105,2005,7,0,0,3,0,4
Muhammet Demir,26,Sivasspor,TUR - Süper Lig,right,180,Turkey,CF,11,16,32,31,21,15,2,2,10,11,2,4,552,693,2500,2467,1159,486,1,1,4,5,0,0
Elvis Manu,24,Genclerbirligi Ankara,TUR - Süper Lig,right,178,Netherlands  Ghana,W,25,26,38,18,23,17,13,10,14,0,6,5,1970,1988,2014,504,1648,966,2,3,5,0,2,1
Ahmet Ilhan Özek,30,Genclerbirligi Ankara,TUR - Süper Lig,both,181,Turkey,W,30,31,24,42,24,22,8,1,5,4,2,3,2194,2012,1862,2798,1635,1536,3,4,1,4,2,5
Jaílton Paraíba,27,Genclerbirligi Ankara,TUR - Süper Lig,right,166,Brazil,W,20,26,29,29,9,19,2,4,8,12,3,4,1009,1610,2476,2610,621,1207,4,2,10,6,2,2
Petar Skuletic,27,Genclerbirligi Ankara,TUR - Süper Lig,left,193,Serbia  Montenegro,CF,19,38,40,24,10,24,4,16,24,7,2,8,1379,2951,2980,1205,406,1566,2,10,7,0,0,2
Deniz Yilmaz,30,Genclerbirligi Ankara,TUR - Süper Lig,right,182,Azerbaijan  Turkey,CF,26,35,15,21,21,12,5,13,2,7,5,3,1767,2709,1005,1491,1764,747,2,6,0,4,1,1
Aminu Umar,23,Osmanlispor FK,TUR - Süper Lig,right,174,Nigeria,W,,36,27,29,39,26,,7,5,8,9,6,,3009,2185,2427,2844,1950,,7,6,5,5,5
Serdar Gürler,26,Osmanlispor FK,TUR - Süper Lig,right,175,Turkey  France,W,25,40,21,12,36,26,8,4,3,1,17,8,1752,3185,1367,400,3078,1994,2,14,5,0,6,6
Sokol Cikalleshi,27,Osmanlispor FK,TUR - Süper Lig,right,187,Albania,CF,4,41,41,37,27,22,3,22,13,13,10,7,350,2882,3441,1809,1695,1129,0,0,5,4,5,0
Raul Rusescu,29,Osmanlispor FK,TUR - Süper Lig,right,181,Romania,CF,47,27,33,26,39,,26,11,13,10,7,,3354,2063,1702,1525,1492,,12,2,4,2,3,
Mehmet Batdal,32,Osmanlispor FK,TUR - Süper Lig,both,196,Turkey,CF,33,32,25,35,25,14,12,13,8,11,6,1,2963,2715,1297,2371,1776,663,6,8,0,6,1,1
Ali A<U+0096>zgAzn,28,Osmanlispor FK,TUR - Süper Lig,right,186,Germany,CF,,,32,33,44,,,,9,11,23,,,,1590,2313,3603,,,,3,0,0,
Maicón,28,Antalyaspor,TUR - Süper Lig,right,182,Brazil  Portugal,W,19,24,30,24,28,24,3,5,0,5,6,4,1239,1756,1655,1175,1687,2063,3,7,2,3,2,4
Milan Jevtovic,24,Antalyaspor,TUR - Süper Lig,right,184,Serbia,W,19,25,23,46,39,15,1,3,1,14,13,0,1009,1525,1122,3625,2096,630,0,0,6,5,8,1
Souleymane Doukara,26,Antalyaspor,TUR - Süper Lig,right,186,Senegal  France,CF,15,22,27,27,39,24,0,6,7,5,6,7,458,1625,1528,1617,2010,1515,0,2,3,2,4,3
Moestafa El Kabir,29,Antalyaspor,TUR - Süper Lig,right,176,Morocco  Netherlands,CF,26,13,30,36,11,20,15,7,8,9,3,2,1971,907,2360,2604,799,1067,3,3,11,3,2,1
Deniz Kadah,32,Antalyaspor,TUR - Süper Lig,both,188,Turkey  Germany,CF,20,31,36,42,30,23,18,14,14,14,10,7,1626,2046,2094,2976,2508,1781,2,0,3,3,3,3
Emre Güral,28,Antalyaspor,TUR - Süper Lig,left,187,Turkey  Germany,CF,12,27,9,24,9,21,0,7,2,10,0,7,330,720,266,1414,220,1176,1,1,0,3,0,0
Daniel Larsson,31,Akhisarspor,TUR - Süper Lig,right,175,Sweden,W,18,30,21,36,26,20,0,3,2,5,1,2,1363,1729,1544,2975,1379,1415,1,2,2,2,2,2
Onur Ayik,28,Akhisarspor,TUR - Süper Lig,both,183,Turkey  Germany,W,16,28,26,30,30,17,4,3,4,3,0,1,1347,1505,1454,1134,1381,945,6,5,4,1,3,3
Geoffrey Bia,28,Akhisarspor,TUR - Süper Lig,right,180,Belgium  DR Congo,W,6,41,44,27,23,9,0,14,14,8,10,1,201,2482,3114,1315,1403,378,0,13,7,5,1,0
Paulo Henrique,28,Akhisarspor,TUR - Süper Lig,right,185,Brazil,CF,28,62,17,,4,22,5,29,7,,0,6,1757,4813,1343,,243,1286,3,15,1,,0,3
Evgen Seleznev,32,Akhisarspor,TUR - Süper Lig,right,185,Ukraine,CF,35,37,39,33,23,26,12,16,13,16,8,8,2000,2206,2004,2741,1527,1531,8,3,2,2,2,3
Marvin Emnes,29,Akhisarspor,TUR - Süper Lig,both,180,Netherlands  Suriname,CF,28,33,20,5,40,9,6,2,2,4,6,0,1786,1520,687,260,2384,467,3,7,1,1,9,2
Mugdat Celik,28,Akhisarspor,TUR - Süper Lig,right,180,Turkey,CF,35,37,23,30,30,24,26,15,2,5,3,4,3105,2912,1202,2284,1111,1172,0,3,4,4,2,5
Adem Büyük,30,Yeni Malatyaspor,TUR - Süper Lig,right,167,Turkey,W,29,35,23,32,30,23,3,9,7,3,13,2,1476,2427,1843,2110,2430,1751,5,8,3,5,7,4
Berk Yildiz,22,Yeni Malatyaspor,TUR - Süper Lig,left,178,Turkey,W,,5,19,22,28,19,,0,1,2,2,0,,322,634,834,1727,669,,0,3,0,1,0
Issiar Dia,30,Yeni Malatyaspor,TUR - Süper Lig,right,173,Senegal  France,W,24,12,18,14,34,13,5,0,2,0,8,0,2015,750,1166,625,2203,719,6,2,0,0,3,2
Emanuel Dening,29,Yeni Malatyaspor,TUR - Süper Lig,right,176,Argentina,W,,,,16,24,23,,,,6,5,4,,,,1300,1795,808,,,,1,1,4
Khalid Boutaïb,30,Yeni Malatyaspor,TUR - Süper Lig,right,190,Morocco  France,CF,1,,28,35,36,24,0,,6,10,20,11,74,,2111,2221,2968,1965,0,,3,1,5,3
Gilberto,28,Yeni Malatyaspor,TUR - Süper Lig,right,178,Brazil,CF,27,32,23,17,18,5,14,7,5,2,2,0,1983,2252,1592,879,476,137,1,6,2,2,0,0
Eren Tozlu,27,Yeni Malatyaspor,TUR - Süper Lig,left,175,Turkey,CF,24,23,25,24,29,19,2,1,4,0,10,4,1287,1061,1347,1666,1955,1043,4,0,2,1,0,2
Jhon Murillo,22,Kasimpasa,TUR - Süper Lig,right,171,Venezuela,W,,4,4,23,32,21,,1,2,3,5,4,,173,309,1373,2500,1455,,0,0,1,8,0
Samuel Eduok,24,Kasimpasa,TUR - Süper Lig,left,176,Nigeria,W,,,19,12,38,25,,,8,0,6,7,,,1309,495,2205,1469,,,4,0,3,2
